oid,Item Description,unit_of_measure,lo,lead_time,burn_rate,Stock Units Analytical
677688,Solution Diff-Quik I Latex Free 1 x 2.5L,Each,Level 3 Central Lab,25.0,0.0,2.0
677704,Label TLP2844 GK GX420t White Small 4in x 1.5in,Each,Level 2 Surgery/Procedures/PACU,7.0,285.72,7713.0
677704,Label TLP2844 GK GX420t White Small 4in x 1.5in,Each,Level 2 Surgery/Procedures/PACU,7.0,285.72,3857.0
677727,Test Kit Gastroccult Gastric Sample Blood Latex Free 40/pk,Each,Level 3 Central Lab,2.0,0.1,10.0
000552,Syr 5ML Luer Lock LF STR,Each,Level 2 Pharm,1.0,48.0,48.0
677979,Kit Syringe Flex Patient Tubing With T Connector,Each,Level 1 Imaging,7.0,8.62,133.0
677979,Kit Syringe Flex Patient Tubing With T Connector,Each,Level 1 Imaging,7.0,8.8,29.0
678208,Mesh Soft Monofilament 6x6in,Each,Level 2 Surgery/Procedures/PACU,3.0,0.02,2.0
678286,Tape Medipore Soft Cloth 4in,Each,Level 2 Surgery/Procedures/PACU,1.0,0.26,8.0
678412,Catheter Infusion 20g x 2.25in Extended Dwell LF,Each,Level 2 Surgery/Procedures/PACU,1.0,1.84,3.0
678412,Catheter Infusion 20g x 2.25in Extended Dwell LF,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,1.84,4.0
678412,Catheter Infusion 20g x 2.25in Extended Dwell LF,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,1.84,3.0
678412,Catheter Infusion 20g x 2.25in Extended Dwell LF,Each,Level 7 ICU,1.0,1.78,20.0
678631,Transducer Lumbar Pressure Digital Measurement Disposable LF,Each,Level 7 ICU,3.0,0.02,3.0
678633,T-Strip Topical Laceration Closure LF Sterile 22mm x 75mm,Each,Level 1 ED,4.0,0.28,37.0
678634,Tourniquet For Finger Or Toe T-Ring Flex LF,Each,Level 1 ED,5.0,0.34,32.0
678643,Cartridge Chemistry Test I-Stat Createnine 25,Each,Level 3 Central Lab,4.0,1.72,129.0
678661,Prevena Incision Mgmt Peel Place Kit 13cm,Each,Level 2 Surgery/Procedures/PACU,4.5,0.08,4.0
678663,Laryngoscope Spectrum SU Lo Pro S1,Each,Level 2 Surgery/Procedures/PACU,5.5,0.06,26.0
678664,Laryngoscope Spectrum SU LoPro S2,Each,Level 2 Surgery/Procedures/PACU,7.5,0.06,30.0
678807,Inlay Prodisc-L Poly Tantalum Marker Lge 10mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
678807,Inlay Prodisc-L Poly Tantalum Marker Lge 10mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,1.0
678810,Inlay Prodisc-L Poly Tantalum Marker Med 10mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
679307,Set Dilator S-Curve Uretheral,Each,Level 2 Surgery/Procedures/PACU,3.5,0.0,1.0
679322,Glove Surg Ltx PF Biogel Strl Sz 7.5,Each,Level 1 Imaging,0.5,9.34,17.0
679322,Glove Surg Ltx PF Biogel Strl Sz 7.5,Each,Level 2 Surgery/Procedures/PACU,0.5,9.62,63.0
679580,Screw Set Solera Break-Off Ti,Each,Level 2 Surgery/Procedures/PACU,1.0,0.04,4.0
680155,Spacer Accolade Distal 5.5 x 5.5 x 2.5 in,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
680160,Mesh Soft Monofilament 12x12 in,Each,Level 2 Surgery/Procedures/PACU,4.0,0.02,1.0
680670,PushLock Hip 2.9 x 10.7mm,Each,Level 2 Surgery/Procedures/PACU,3.0,0.02,3.0
680709,Liner Pinnacle AltrX Neutral 36x52mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
680925,Screw Cortical Locking 2.3 x 12mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
680925,Screw Cortical Locking 2.3 x 12mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,1.0
680926,Screw Cortical Locking 2.3 x 10mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
680927,Screw Cortical Non-Toggling 2.3 x 20mm,Each,Level 2 Surgery/Procedures/PACU,0.5,0.0,1.0
680927,Screw Cortical Non-Toggling 2.3 x 20mm,Each,Level 2 Surgery/Procedures/PACU,0.5,0.02,1.0
680993,Guidewire Non-Threaded 1.25 x 150mm,Each,Level 2 Surgery/Procedures/PACU,3.0,0.0,1.0
680996,Drill Bit Quick Coupler 2.0mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.04,3.0
680996,Drill Bit Quick Coupler 2.0mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.04,2.0
680997,Screw Cortical Non-Toggling 2.3 x 14mm,Each,Level 2 Surgery/Procedures/PACU,1.5,0.0,1.0
681057,Guidewire Roadrunner .035in x 145cm,Each,Level 1 Imaging,2.0,0.02,2.0
681122,System Sealant Spine DuraSeal Exact 5ml,Each,Level 2 Surgery/Procedures/PACU,23.0,0.02,5.0
681251,Liner Pinnacle Neutral 32 x 48mm,Each,Level 2 Surgery/Procedures/PACU,29.0,0.0,4.0
681251,Liner Pinnacle Neutral 32 x 48mm,Each,Level 2 Surgery/Procedures/PACU,29.0,0.0,1.0
681348,Screw QuickFix MTP Fully-Threaded Snap-Off Blue 3mm x 15mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
681367,K-wire MTP .062in x 1.6mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
681367,K-wire MTP .062in x 1.6mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
681457,Dressing Nasopore Firm 8cm,Each,Level 2 Surgery/Procedures/PACU,5.5,0.02,6.0
681459,Staple Line Reinforcement Seamguard Quick Load EC60A,Each,Level 2 Surgery/Procedures/PACU,4.0,0.14,54.0
681492,Drill Bit Quick Release 2.3mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
681493,Drill Bit Quick Release 2.8mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.04,3.0
681493,Drill Bit Quick Release 2.8mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.04,2.0
681495,Implant Screw Locking Hexalobe 2.7x14mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
681496,Implant Screw Locking Hexalobe 2.7x16mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
681496,Implant Screw Locking Hexalobe 2.7x16mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,1.0
681497,Implant Screw Locking Hexalobe 3.5x16mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
681497,Implant Screw Locking Hexalobe 3.5x16mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,1.0
681498,Implant Screw Locking Hexalobe 3.5x24mm,Each,Level 2 Surgery/Procedures/PACU,2.0,0.0,1.0
681499,Implant Screw Locking Hexalobe 3.5x50mm,Each,Level 2 Surgery/Procedures/PACU,1.5,0.0,1.0
681500,Implant Screw Non Locking Hexalobe 3.5x16mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
681501,Implant Screw Non Locking Hexalobe 3.5x18mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
681501,Implant Screw Non Locking Hexalobe 3.5x18mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,1.0
681502,Implant Screw Non Locking Hexalobe 3.5x22mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
681511,Implant Screw Cortical Non-Toggling 2.3 x 22mm,Each,Level 2 Surgery/Procedures/PACU,2.0,0.0,1.0
681511,Implant Screw Cortical Non-Toggling 2.3 x 22mm,Each,Level 2 Surgery/Procedures/PACU,2.0,0.0,1.0
681641,Plate LCP Extra Articular Dist Humor 10-Hole L 3.5mm,Each,Level 2 Surgery/Procedures/PACU,9.0,0.0,1.0
681661,Head Femur Ceramic Biolox Delta 12/14 36mm +1.5,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
681748,Liner Pinnacle AltrX Neutral 36 x 54mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
681748,Liner Pinnacle AltrX Neutral 36 x 54mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,1.0
681800,Sponge Hemostat Absorbable Surgicel Sterile 2 x 3in,Each,Level 1 ED,3.0,0.3,21.0
681800,Sponge Hemostat Absorbable Surgicel Sterile 2 x 3in,Each,Level 1 Imaging,3.0,0.16,15.0
681800,Sponge Hemostat Absorbable Surgicel Sterile 2 x 3in,Each,Level 2 Surgery/Procedures/PACU,3.0,0.24,17.0
682079,Trocar KII Fios First Entry Z-Threaded 5x150mm,Each,Level 2 Surgery/Procedures/PACU,3.0,0.06,6.0
682107,Trocar KII Fios First Entry Z-Threaded 12x150mm,Each,Level 2 Surgery/Procedures/PACU,1.5,0.04,3.0
682181,Implant Screw Locking Hexalobe 3.5x45mm,Each,Level 2 Surgery/Procedures/PACU,3.0,0.0,1.0
682182,Implant Screw Locking Hexalobe 3.5x18mm,Each,Level 2 Surgery/Procedures/PACU,1.5,0.0,1.0
682184,Implant Screw Locking Hexalobe 2.7x20mm,Each,Level 2 Surgery/Procedures/PACU,30.5,0.0,2.0
682184,Implant Screw Locking Hexalobe 2.7x20mm,Each,Level 2 Surgery/Procedures/PACU,30.5,0.0,2.0
682185,Implant Plate Olecranon Extd 5 H Right,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
682272,Implant Screw Non-Locking Hexalobe 3.5x14mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,2.0
682272,Implant Screw Non-Locking Hexalobe 3.5x14mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,1.0
682273,Implant Screw Locking Hexalobe 3.5x34mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
682275,Implant Screw Locking Hexalobe 2.7x10mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
682284,"K-Wire, Sterile, 3.2 x 300mm",Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,2.0
682284,"K-Wire, Sterile, 3.2 x 300mm",Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,2.0
682284,"K-Wire, Sterile, 3.2 x 300mm",Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,1.0
682284,"K-Wire, Sterile, 3.2 x 300mm",Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,1.0
682320,Implant Screw Locking Hexalobe 3.5x12mm,Each,Level 2 Surgery/Procedures/PACU,2.0,0.02,2.0
682320,Implant Screw Locking Hexalobe 3.5x12mm,Each,Level 2 Surgery/Procedures/PACU,2.0,0.04,2.0
682322,Implant Screw Locking Hexalobe 3.5x14mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,2.0
682322,Implant Screw Locking Hexalobe 3.5x14mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,1.0
682388,Plate Atlantis Vision Elite 42.5mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
682399,Screw Atlantis Self Drill Variable 4.0x16mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.06,3.0
682399,Screw Atlantis Self Drill Variable 4.0x16mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,2.0
682403,Implant Screw Locking Hexalobe 3.5x30mm,Each,Level 2 Surgery/Procedures/PACU,2.0,0.0,1.0
682406,Screw Non Locking Hexalobe 3.5x20mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
682407,Screw Non-Locking Hexalobe 3.5x40mm,Each,Level 2 Surgery/Procedures/PACU,1.5,0.0,1.0
682427,Screw Solera MAS 6.5 x 40mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,2.0
682428,Screw Solera MAS 6.5 x 45mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,2.0
682459,Plate Atlantis Vision Elite 40mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,1.0
682501,Suture Vicryl CR/8 O- CT1 Undyed,Each,Level 2 Surgery/Procedures/PACU,1.0,0.24,12.0
682505,Screw Solera MAS 6.5 x 50mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
682514,Head V40 Delta Biolox 32mm/-4,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
682514,Head V40 Delta Biolox 32mm/-4,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,1.0
682626,Pacemaker Lead Tachy ICD Sprint Quattro Secure S 6935 62cm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
682638,Screw Locking Hexalobe 2.7x12mm,Each,Level 2 Surgery/Procedures/PACU,0.5,0.0,1.0
682641,Screw Non Locking Hexalobe 3.5x10mm,Each,Level 2 Surgery/Procedures/PACU,2.0,0.02,2.0
682641,Screw Non Locking Hexalobe 3.5x10mm,Each,Level 2 Surgery/Procedures/PACU,2.0,0.0,1.0
682642,Screw Non Locking Hexalobe 3.5x24mm,Each,Level 2 Surgery/Procedures/PACU,0.5,0.0,1.0
682791,Screw Solera MAS 6.5 x 35mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
682828,Screw Set Break Off 5.5 Ti,Each,Level 2 Surgery/Procedures/PACU,1.0,0.1,7.0
682864,Screw Locking Hexalobe 3.5x22mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
682892,Screw Locking Hexalobe 3.5x28mm,Each,Level 2 Surgery/Procedures/PACU,3.0,0.0,1.0
682901,Screw Solera MAS 7.5 x 40mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
683061,Control Accu-Chek Inform II Latex Free Roche 20 per case,Pack,Level 3 Central Lab,63.5,0.44,30.0
683061,Control Accu-Chek Inform II Latex Free Roche 20 per case,Each,Level 3 Central Lab,63.5,0.44,193.0
683158,Liner Commode With Absorbent Pad LF Universal,Each,Level 1 ED,1.0,0.08,4.0
683158,Liner Commode With Absorbent Pad LF Universal,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,0.44,8.0
683158,Liner Commode With Absorbent Pad LF Universal,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,0.58,8.0
683158,Liner Commode With Absorbent Pad LF Universal,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,0.6,8.0
683158,Liner Commode With Absorbent Pad LF Universal,Each,Level 7 ICU,1.0,0.32,7.0
683187,Bag Cassette Cover 14x17 Latex Free 500 per box,Each,Level 1 Imaging,5.0,32.96,2320.0
683187,Bag Cassette Cover 14x17 Latex Free 500 per box,Each,Level 1 Imaging,5.0,10.98,1146.0
683296,Bottle Drain Accel Plastic PVC-Free LF 1000ml,Each,Level 1 Imaging,7.0,0.64,98.0
683307,Filter Humidifier Air Airvo 2,Each,Respiratory Therapy,3.0,0.08,9.0
683314,Kit Heated Breathing Tube and Water Chamber Airvo AirSpiral,Each,Respiratory Therapy,1.0,0.52,11.0
683320,Adapter Capnography Airway Vent Clear Disp Pediatric / Adult,Each,Respiratory Therapy,83.0,0.72,198.0
683321,Filter Expiratory Vent Puritan Ben 980 Disp Pediatric-Adult,Each,Respiratory Therapy,6.0,0.66,28.0
683347,Connector Reverse Enfit,Each,"Level 5 Observation, Medical Tele & Non-Tele",5.5,0.02,8.0
683347,Connector Reverse Enfit,Each,"Level 5 Observation, Medical Tele & Non-Tele",5.5,0.08,8.0
683347,Connector Reverse Enfit,Each,Level 7 ICU,5.5,0.02,7.0
683350,Cleaner Disinfectant Oxycide Daily 96oz,Each,Level 1 EVS_1321,1.0,0.4,8.0
683350,Cleaner Disinfectant Oxycide Daily 96oz,Each,Level 1 EVS_1321,1.0,0.38,2.0
683351,Cannula Nasal CO2 Nonoline,Each,Level 1 ED,3.0,0.48,34.0
683353,Cap Dual Low Dose Enfit Enteral,Each,"Level 5 Observation, Medical Tele & Non-Tele",0.5,0.02,2.0
683362,Connect Enfit Syringe To Feedng Tube LF Universal Size,Each,"Level 5 Observation, Medical Tele & Non-Tele",2.66,3.0,5.0
683362,Connect Enfit Syringe To Feedng Tube LF Universal Size,Each,"Level 6 Telemetry, Cardiac & Stroke",2.66,3.0,5.0
683362,Connect Enfit Syringe To Feedng Tube LF Universal Size,Each,Level 7 ICU,2.66,6.0,13.0
683362,Connect Enfit Syringe To Feedng Tube LF Universal Size,Each,Perpetual,2.66,0.0,25.0
683366,Bag RX Crush Enfit,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,0.82,33.0
683366,Bag RX Crush Enfit,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,3.44,26.0
683366,Bag RX Crush Enfit,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,0.82,34.0
683366,Bag RX Crush Enfit,Each,Level 7 ICU,1.0,1.78,50.0
683372,Cannula Inner 6mm Old Style,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,0.02,3.0
683373,Cannula Inner 8mm Old Style,Each,Perpetual,1.0,0.0,4.0
683424,Cap Enfit Syringe,Each,"Level 5 Observation, Medical Tele & Non-Tele",4.0,5.5,1247.0
683424,Cap Enfit Syringe,Each,"Level 5 Observation, Medical Tele & Non-Tele",4.0,5.5,729.0
683428,Stylet Glide Rite Large,Each,Level 7 ICU,5.0,0.2,16.0
802892,Sleeve Strl 1 Sz Fits All,Each,Level 2 Pharm,1.0,0.02,3.0
803901,Set Administration PCA,Each,Level 2 Pharm,2.0,4.0,4.0
683448,Syringe Nebulizer Aerogen Solo Cont Nebul w/ Cap Blue LF,Pack,Respiratory Therapy,1.0,0.04,3.0
683466,Mask Face Oro-Nasal Philips AF541 Over-the-Nose XL,Pack,Respiratory Therapy,3.0,0.0,1.0
683471,Circuit Breathing Volara Disposable,Pack,Respiratory Therapy,5.0,0.06,3.0
688116,Kit Collection Single Use Disposable 120 per Packt,Each,Level 3 Central Lab,3.5,0.0,1.0
688164,Dressing Nasal Rhino Rocket 5.5 CM,Each,Level 1 ED,4.0,0.08,8.0
688165,Dressing Nasal Rhino Rocket 7.5 CM,Each,Level 1 ED,4.5,0.06,7.0
688316,Glove Exam Green Small GI Lab,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.5,2.74,278.0
688362,Needle Biopsy Coaxial TrueGuide Disp 19GX13.8CM,Each,Level 1 Imaging,9.0,0.02,6.0
688400,Snare Endo Spiral For Lower GI EMR Kit 2.8MMX230CM,Each,Level 2 Surgery/Procedures/PACU,2.0,0.08,7.0
688547,Screw Viper Plus 5.5 TI Cortical Fixed 6 x 45mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
688842,Screw Viper Plus 5.5 TI Cortical Fixed 6 x 50mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,1.0
688845,Screw Viper Plus 5.5 TI Cortical Fixed 7 x 40mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
689297,Blade Quadcut 13cm x 4.3mm,Each,Level 2 Surgery/Procedures/PACU,3.5,0.18,12.0
689497,Head Femur Ceramic Biolox Delta 12/14 36mm +5.0,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,2.0
689497,Head Femur Ceramic Biolox Delta 12/14 36mm +5.0,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,1.0
689517,Reamer Ortho Trauma Shaft Modified Trinkle 8 x 510mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.08,4.0
689517,Reamer Ortho Trauma Shaft Modified Trinkle 8 x 510mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.06,2.0
689682,Stem Triathlon Cemented 12 x 50mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
689684,Liner Hip MDM D 38mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
689684,Liner Hip MDM D 38mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,1.0
689685,Liner Hip MDM E 42mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,1.0
689686,Liner Hip MDM F 46mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
689689,Cone Body Restoration 19mm +10,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
690110,Rod to Rod Hoffman 3 Coupling 5mm 8mm 11mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,2.0
690140,Post Hoffman 3 Angled 30 Deg 11mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
690171,Screw Locking 2.7mm VA Slf Tpng T8 Stardrive Recess 12mm,Each,Level 2 Surgery/Procedures/PACU,2.0,0.02,2.0
690195,Stem Accolade II 127deg Sz 7,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,2.0
690195,Stem Accolade II 127deg Sz 7,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,1.0
690305,Plate Atlantis Vision Elite 25mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
690346,Plate Atlantis Vision Elite 45mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
690486,Sizer Mammary Sal Mod r 465cc (SZHP68465) Allergan,Each,Level 2 Surgery/Procedures/PACU,148.0,0.02,10.0
690662,Stem Accolade II 127 degrees Sz 4,Each,Level 2 Surgery/Procedures/PACU,1.0,0.06,2.0
690675,Bowl Mixing Cement Advanced With 180-Gram Cement Cartridge,Each,Level 2 Surgery/Procedures/PACU,7.0,0.04,8.0
690683,Tissue Human Osteocel PLUS 10cc,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,3.0
690708,Screw Non Locking Hexalobe 3.5 x 12mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,2.0
690708,Screw Non Locking Hexalobe 3.5 x 12mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.04,2.0
691262,Drill Bit Calibrated 2.7mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
691417,Screw Atlantis Self Drill Variable 4.0 x 14mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,3.0
691417,Screw Atlantis Self Drill Variable 4.0 x 14mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,1.0
691834,Tigertape 2mm,Each,Level 2 Surgery/Procedures/PACU,6.0,0.02,5.0
691873,Bone Cement Simplex HV,Each,Level 2 Surgery/Procedures/PACU,8.5,0.14,12.0
691892,Screw Coroent XLF Variable 5.5 x 40mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,1.0
691908,Screw Locking 2.7mm VA Slf Tpng T8 Stardrive Recess 10mm,Each,Level 2 Surgery/Procedures/PACU,3.0,0.02,3.0
691912,Pin Clamp Hoffman 3 5 Hole Diam 4 5 6mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
691936,Screw Set Spinal,Each,Level 2 Surgery/Procedures/PACU,0.5,0.16,6.0
691936,Screw Set Spinal,Each,Level 2 Surgery/Procedures/PACU,0.5,0.16,6.0
691936,Screw Set Spinal,Each,Level 2 Surgery/Procedures/PACU,0.5,0.04,2.0
691936,Screw Set Spinal,Each,Level 2 Surgery/Procedures/PACU,0.5,0.04,2.0
691989,Screw 3.5 X 12mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,2.0
691993,Screw Coroent XLF Variable 5.5 x 25mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
691993,Screw Coroent XLF Variable 5.5 x 25mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
692009,Femoral Knee Triathlon TS Femur Cemented Recon Size 5 Left,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
692020,Blade Straight Inferior Turbinate M4 Rotatable 2mm,Each,Level 2 Surgery/Procedures/PACU,3.5,0.38,17.0
692024,Blade Curved M4 Rotatable RAD12 4mm,Each,Level 2 Surgery/Procedures/PACU,5.0,0.14,13.0
692024,Blade Curved M4 Rotatable RAD12 4mm,Each,Level 2 Surgery/Procedures/PACU,5.0,0.06,11.0
692025,Blade Curved M4 Rotatable RAD40 4mm,Each,Level 2 Surgery/Procedures/PACU,4.0,0.02,2.0
692026,Blade Curved M4 Rotatable RAD60 4mm,Each,Level 2 Surgery/Procedures/PACU,3.5,0.18,13.0
692031,Wand Arthro With Suction Ambient HipVac 50deg,Each,Level 2 Surgery/Procedures/PACU,3.0,0.02,2.0
692031,Wand Arthro With Suction Ambient HipVac 50deg,Each,Level 2 Surgery/Procedures/PACU,3.0,0.02,2.0
692031,Wand Arthro With Suction Ambient HipVac 50deg,Each,Level 2 Surgery/Procedures/PACU,3.0,0.02,1.0
692031,Wand Arthro With Suction Ambient HipVac 50deg,Each,Level 2 Surgery/Procedures/PACU,3.0,0.02,1.0
692095,Wire Kirschner Fixation T2 Spi Coated Sterile 3mm x 285mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,2.0
692095,Wire Kirschner Fixation T2 Spi Coated Sterile 3mm x 285mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,2.0
692095,Wire Kirschner Fixation T2 Spi Coated Sterile 3mm x 285mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,1.0
692095,Wire Kirschner Fixation T2 Spi Coated Sterile 3mm x 285mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,1.0
692096,Sleeve Nail Insertion Elastic T2 Tibia Spi 8mm-11mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
692096,Sleeve Nail Insertion Elastic T2 Tibia Spi 8mm-11mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,1.0
692097,Sleeve Nail Insertion Elastic T2 Tibia Spi 8mm-13mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
692099,System Retrieval Specimen Inzii 15mm With 12mm Device,Each,Level 2 Surgery/Procedures/PACU,2.0,0.04,4.0
692228,Gwire Endo Visiglide 2 V-Systems Angled Disp 0.035 x 270CM,Each,Level 2 Surgery/Procedures/PACU,3.5,0.02,3.0
692291,Propel Sinus Relief Steroid Mini,Each,Level 2 Surgery/Procedures/PACU,4.0,0.06,5.0
692338,Screw 3.5 X 14mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.08,4.0
692339,Screw VuePoint MultiAxial 4.0 x 24mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,2.0
692341,Screw VuePoint MultiAxial 4.5 x 26mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,2.0
692341,Screw VuePoint MultiAxial 4.5 x 26mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,2.0
692341,Screw VuePoint MultiAxial 4.5 x 26mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
692341,Screw VuePoint MultiAxial 4.5 x 26mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
692342,Rod VuePoint 120mm x 3.5mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
692343,Rod Pre-contoured 80mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,2.0
692343,Rod Pre-contoured 80mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,2.0
692343,Rod Pre-contoured 80mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
692343,Rod Pre-contoured 80mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
692409,MyoSure XL Tissue Removal Device,Each,Level 2 Surgery/Procedures/PACU,5.0,0.02,3.0
692411,MyoSure Scope Seal Set,Each,Level 2 Surgery/Procedures/PACU,3.0,0.08,8.0
692533,Drape Fluoro Clr With Adhesive 36 X 44in,Each,Level 2 Surgery/Procedures/PACU,10.5,0.24,36.0
692547,Da Vinci Xi Hot Shears Monopolar Curvd Repos (470179),Each,Level 2 Surgery/Procedures/PACU,3.0,0.06,4.0
